favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str 
49159,Twitter Media Studio,People of Ohio are fantastic. Thank you so much. What an evening! https://t.co/KM0zoaULYH,,False,Wed Jul 26 04:40:09 +0000 2017,8877,890069204082151424
46,Twitter Web Client,#TBT With Steven Spielberg in the old days- a great guy! http://t.co/IQEUaq8cPe,,False,Thu Apr 23 21:54:19 +0000 2015,20,591359471047335937
955,Twitter Web Client,"""@jimlibertarian @ronsirak @GolfChannel Donald our forefathers would be proud of you, you are displaying A love of country like Reagan did""",,False,Wed Jul 08 15:29:44 +0000 2015,415,618804164978737153
62531,Twitter for iPhone,94% Approval Rating in the Republican Party! Tuesday night in the Great State of North Carolina proved that high an… https://t.co/umySbD71Sm,,False,Sat Sep 14 13:08:54 +0000 2019,12129,1172859771575328768
1831,Twitter for Android,"""@Ma1973sk: Great family. Great interview @realDonaldTrump ! https://t.co/IFcjTwd5ey""",,False,Sat Nov 21 23:30:09 +0000 2015,663,668209815936770048
47,Twitter Web Client,"""@VladimirRussia7  @realDonaldTrump You are the best #billionare and the great teacher!I love your inspiring books!"" Thanks and good luck.",,False,Fri Jan 30 15:09:11 +0000 2015,91,561179324699910147
1711,Twitter for Android,"""@WayneDupreeShow: ""It’s clear that Donald Trump was NOT even talking about a Muslim Database!"" https://t.co/3tLDZj2WGV""",,False,Sat Nov 21 23:17:50 +0000 2015,866,668206716962611201
73,Twitter for Android,"""@c_shepler: @realDonaldTrump This trooper needs you to run http://t.co/9fu7vEndRi""",,False,Sun May 31 19:31:29 +0000 2015,38,605094263244910592
53903,Twitter for iPhone,"Thank you General Kelly, book is total fiction! https://t.co/J5iUONhRin",,False,Wed Sep 05 13:51:29 +0000 2018,13019,1037337422860873731
28598,Twitter for Android,"Wow, just released that $67 million in negative ads was spent on me. How am I still number one - by a lot?",,False,Thu Mar 24 22:42:27 +0000 2016,9239,713133907567329285
3129,Twitter for iPhone,"#MakeAmericaGreatAgain #Trump2016
UNIFYING THE NATION
Video: https://t.co/1ZWE5R183k https://t.co/Md10pL1wn8",,False,Thu Jan 21 13:52:42 +0000 2016,1343,690170154672529408
61337,Twitter for iPhone,Congress just passed the Criminal Justice Reform Bill known as the #FirstStepAct. Congratulations! This is a great… https://t.co/6xsZmz5GJM,,False,Thu Dec 20 19:16:07 +0000 2018,12439,1075832235318804481
634,Twitter Web Client,"""@yankeeworshiper  thank you to Donald Trump for standing up for what you believe in.leave the B.S.and lies for Hillary and Barack.""",,False,Tue Jun 30 16:32:57 +0000 2015,288,615920970763771904
63128,Twitter for Android,I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?,,False,Tue Sep 27 12:53:42 +0000 2016,21965,780752274020761601
43,Twitter for Android,"""@STL_Blonde: One of my favorite all-time @FoxNews moments: When @realDonaldTrump let @megynkelly touch his hair.""",,False,Sat Jun 06 04:46:11 +0000 2015,17,607045800082972673
17305,Twitter for iPhone,"Thank you! #TrumpWon #MAGA 
https://t.co/a5rr1i38km",,False,Tue Sep 27 14:51:25 +0000 2016,7752,780781898071207940
301,Twitter for Android,".@NYDailyNews, the dying tabloid owned by dopey clown Mort Zuckerman, puts me on the cover daily because I sell. My honor, but it is dead!",,False,Sun Jun 28 23:23:25 +0000 2015,154,615299494339592196
23175,Twitter for Android,"""@trumplican2016: .@realDonaldTrump  There will be MASSIVE turnout for you,  Mr. Trump - These polls don't register the pulse of the PEOPLE!",,False,Sun Oct 02 12:10:33 +0000 2016,8980,782553353242841088
71032,Twitter for iPhone,Schiff and the Do Nothing Dems have lost all credibility...but the corrupt Media is working hard to keep them in th… https://t.co/J61YyYdJLq,,False,Sat Oct 05 23:37:36 +0000 2019,20678,1180628130941345798
5043,Twitter for iPhone,"Heading to Biloxi, Mississippi. Massive crowds expected. Thank you for your support! #VoteTrump2016 https://t.co/1VMngEMLzT",,False,Sat Jan 02 22:42:16 +0000 2016,1366,683418056417251328
69,Twitter for Android,"""@TODAYshow: .@CarsonDaly is channeling @realDonaldTrump this morning in Studio 1A! http://t.co/08fMNhytaC""",,False,Tue Feb 17 14:36:50 +0000 2015,27,567694162997542913
973,Twitter for Android,"Watch @CNN at 9:00 A.M. @jaketapper. Then interviewed on @ABC @GStephanopoulos at 10:00 A.M. and then, at 10:30 A.M., watch Face The Nation.",,False,Sun Oct 25 13:13:03 +0000 2015,492,658270044598702080
1492,Twitter for Android,.@Morning_Joe can you believe Kasie Hunt's poor and purposely inaccurate reporting on my great night and crowd in Iowa. @politico is a scam!,,False,Wed Oct 28 15:18:45 +0000 2015,723,659388840709259264
68586,Twitter for iPhone,Jobless claims at a 49 year low!,,False,Fri Mar 02 00:51:28 +0000 2018,12947,969374597127778304
81970,Twitter for iPhone,"RUSH LIMBAUGH  “If the FBI was so concerned, and if they weren’t targeting Trump, they should have told Trump. If t… https://t.co/y2nFPqjJqf",,False,Thu May 31 10:55:14 +0000 2018,21254,1002141448232493056
84991,Twitter for iPhone,NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!,,False,Wed Oct 04 14:47:53 +0000 2017,18437,915589297096536065
54892,Twitter for iPhone,https://t.co/o88dILO9oU,,False,Thu Sep 26 01:46:57 +0000 2019,15808,1177036805033603073
84002,Twitter for iPhone,When the media - driven insane by their Trump Derangement Syndrome - reveals internal deliberations of our governme… https://t.co/0raeGd6mk4,,False,Sun Jul 29 19:09:17 +0000 2018,19669,1023646663590797312
843,Twitter for Android,"""@robertaritzen: @AnnCoulter @seanhannity  We love him! I love his truth telling. That he's so real and calls it how he sees it. #Trump2016""",,False,Tue Jul 28 01:28:15 +0000 2015,376,625840156516483072
60,Twitter for Android,"""@SusanZoss: @realDonaldTrump Leza Gibbons hands down! Geraldo is too full of himself to be a true leader.""",,False,Sun Feb 15 18:06:04 +0000 2015,28,567022044492333056
2136,Twitter for Android,".@MissUniverse final 3 on now. Great people, great new owner @IMG. WATCH.",,False,Mon Dec 21 02:49:09 +0000 2015,664,678769142376304640
113908,Twitter for iPhone,The economy of the United States is stronger than ever before!,,False,Tue Jul 17 14:39:08 +0000 2018,21017,1019230023897833479
48247,Twitter for iPhone,https://t.co/0DTxsaGKZ1,,False,Sat Oct 12 19:08:53 +0000 2019,12183,1183097223674056705
91090,Twitter Media Studio,WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R,,False,Wed Dec 20 21:44:50 +0000 2017,20633,943598090069536768
59,Twitter Web Client,"Surprise, @oreillyfactor used my name big league in pre-ads to promote the show—then talked about everyone else but me!",,False,Wed Jan 28 18:24:28 +0000 2015,36,560503691267309568
2098,Twitter Web Client,"""@seancduarte @TeamCavuto #Yourworld If @realDonaldTrump wins Barry Diller will move out of country. Sounds like a win, win.""",,False,Tue Oct 13 20:56:03 +0000 2015,881,654037908526100481
7503,Twitter for iPhone,"Join me! #Trump2016

6/10: Richmond
https://t.co/I2CJSqAlyl

6/11: Tampa
https://t.co/6jk33orxXG

6/11: Pittsburgh
https://t.co/bwgL1ZXtC7",,False,Fri Jun 10 02:29:27 +0000 2016,2841,741094899664093184
17,Twitter for Android,"""@JoeyCarna: @ApprenticeNBC @realDonaldTrump GUYS SHOULD HAVE WON"" I don't disagree but executives picked!",,False,Tue Jan 06 01:44:38 +0000 2015,11,552279542812131328
25628,Twitter for iPhone,"Just finished my second speech. 20K in Dayton &amp; 25K in Cleveland- perfectly behaved crowd. Thanks- I love you, Ohio! https://t.co/IDmwG5FQsw",,False,Sat Mar 12 20:21:30 +0000 2016,8490,708749781519212544
109380,Twitter for iPhone,Funny how all of the Pundits that couldn’t come close to making a deal on North Korea are now all over the place te… https://t.co/SBc5VJlOdw,,False,Sun Apr 22 18:43:38 +0000 2018,24443,988126197619068928
97035,Twitter for iPhone,"23% of Federal inmates are illegal immigrants. Border arrests are up 240%. In the Great State of Texas, between 201… https://t.co/Gni9Vvz4rB",,False,Sat Jan 12 14:42:21 +0000 2019,27876,1084098258534891521
149,Twitter for iPhone,#CelebApprentice Another exciting episode -tune in next Monday at 8pm for 2 more new episodes!,,False,Tue Jan 13 03:00:03 +0000 2015,44,554835235876384768
81638,Twitter for iPhone,The Democrats should get together with their Republican counterparts and work something out on Border Security &amp; Sa… https://t.co/t5Ckwe94P0,,False,Mon Jun 18 00:49:01 +0000 2018,17239,1008511869970255872
49745,Twitter for iPhone,“Hope and Change in an Alabama Coal Mine” https://t.co/IwLEO9ff9X,,False,Tue Aug 14 18:21:51 +0000 2018,11131,1029432932094668802
100020,Twitter for iPhone,"I never called Meghan Markle “nasty.” Made up by the Fake News Media, and they got caught cold! Will @CNN, @nytimes… https://t.co/UCHkqIlDz7",,False,Sun Jun 02 12:44:24 +0000 2019,23793,1135165268261519361
85995,Twitter for iPhone,"We are simultaneously fighting the Fake News Media and their partner, the Democrat Party. Always tough to beat the… https://t.co/FUz1WpnpNY",,False,Fri Oct 04 01:35:11 +0000 2019,23092,1179932948138725377
40013,Twitter for iPhone,Check out the recent Editorial in the Wall Street Journal @WSJ about what a complete disaster the @CFPB has been un… https://t.co/tsg4wGBN0D,,False,Sat Nov 25 22:00:11 +0000 2017,8606,934542257222451206
65776,Twitter for iPhone,Enjoy the low gas prices over the Labor Day weekend! My energy policies have made America energy independent while… https://t.co/LzS0UTADZb,,False,Sat Aug 31 19:08:05 +0000 2019,16531,1167876729538400259
173525,Twitter for Android,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",,False,Wed Jan 25 02:37:48 +0000 2017,46151,824083821889015809
30,Twitter for Android,"""@taylorj0103: I hope and pray- @realDonaldTrump. http://t.co/0WXQW3KxeC""",,False,Sun May 17 13:05:36 +0000 2015,20,599923725350391808
33286,Twitter for iPhone,Thank you Hugh! https://t.co/So77AMeK5u,,False,Thu Oct 03 11:29:53 +0000 2019,8069,1179720222351269888
85,Twitter for iPhone,.@RollingStone admitted their scam. Phony @HuffingtonPost and others are no better-- total joke!,,False,Mon Apr 06 14:35:25 +0000 2015,51,585088423834312705
76719,Twitter for iPhone,".....They can help solve problems with North Korea, Syria, Ukraine, ISIS, Iran and even the coming Arms Race. Bush… https://t.co/hrZ6vrJjVC",,False,Wed Mar 21 19:05:40 +0000 2018,17075,976535330835836929
498,Twitter for Android,"""@JewNamedLew: @realDonaldTrump @Macys to pay $650,000 settlement over racial profiling... http://t.co/bT6S8F9NnK""  Boycott Macy's.",,False,Thu Jul 02 11:40:03 +0000 2015,453,616572034408169472
33821,Twitter for iPhone,".@WhiteHouse #CEOTownHall
➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H",,False,Tue Apr 04 18:38:13 +0000 2017,7247,849330281412792320
180196,Twitter for iPhone,https://t.co/tUDYZrc6w0,,False,Wed Feb 06 22:14:10 +0000 2019,39476,1093271658977218560
104034,Twitter for iPhone,Our thoughts and prayers go out to the families and loved ones of the brave troops lost in the helicopter crash on… https://t.co/lNSNRvUa22,,False,Fri Mar 16 14:40:53 +0000 2018,18851,974656757187440640
139559,Twitter for iPhone,A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.,,False,Fri Dec 01 03:30:42 +0000 2017,37233,936437372706836480
1120,Twitter for Android,"""@mimi_saulino: @mariclaire81 @realDonaldTrump Jeb supports open borders-common core- Visa H-IB Visa's for illegals. Super PAC Saudis.",,False,Sat Oct 17 23:44:50 +0000 2015,684,655529934597857280
60236,Twitter for iPhone,"....No Pressure at all said Ukraine! Very congenial, a perfect call. The Whistleblower and others spoke BEFORE seei… https://t.co/jE5Kk0kD1j",realDonaldTrump,False,Wed Oct 09 12:43:45 +0000 2019,12652,1181913137483829250
58581,Twitter for iPhone,..the President when Flynn had been cleared of everything long before that. The DOJ is withholding a lot of evidenc… https://t.co/jHK1pwNXZ1,realDonaldTrump,False,Sat Oct 26 11:02:32 +0000 2019,15136,1188048258255540224
40,Twitter for Android,"""@Josh_leonard99: If America was as successful and planned like @realDonaldTrump we would be in good shape.",,False,Mon Apr 13 00:36:32 +0000 2015,14,587414025736183808
13913,Twitter for Android,"FMR PRES of Mexico, Vicente Fox horribly used the F word when discussing the wall. He must apologize! If I did that there would be a uproar!",,False,Thu Feb 25 20:27:15 +0000 2016,4363,702953023736250369
87403,Twitter for iPhone,"Exactly 100 years ago today, on November 11th, 1918, World War I came to an end. We are gathered together, at this… https://t.co/FUKpp7JMtX",,False,Mon Nov 12 04:38:00 +0000 2018,18981,1061840511026298880
60761,Twitter for iPhone,"The negotiations with China have already started. Unless extended, they will end 90 days from the date of our wonde… https://t.co/iYphE2px2L",,False,Tue Dec 04 14:30:16 +0000 2018,12757,1069962093301022720
1311,Twitter for Android,"""@hbtc23: @realDonaldTrump backs down from nobody!! #MakeAmericaGreatAgain #Trump2016 @steveaustinBSR @WWE 🇺🇸 🙌🏻 http://t.co/rD0ZYcHgmF""",,False,Thu Aug 06 00:51:04 +0000 2015,724,629092289751707648
7285,Twitter for Android,"""@danpfeiffer: For the record, most Democrats would much rather face Cruz than Trump""  So true!",,False,Wed Mar 02 12:16:08 +0000 2016,2193,705003756543410176
97229,Twitter for iPhone,"“I completely read the entire Mueller Report, and do you know what I concluded after reading both Volume 1 and Volu… https://t.co/7skzwM7P0e",,False,Tue Jul 23 02:38:54 +0000 2019,21804,1153494667574632449
119759,Twitter for Android,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",,False,Sat Mar 04 11:49:00 +0000 2017,40071,837993273679560704
1680,Twitter Web Client,Our country is in a major crisis of incompetent leadership. We cannot continue to go on with these politicians who do nothing but talk.,,False,Fri Jun 19 20:31:45 +0000 2015,1178,611994802289307648
79501,Twitter for iPhone,"Democrats are coming after our great Kentucky Senator, Mitch McConnell, with someone who compared my election to September 11th....",,False,Wed Jul 10 00:13:41 +0000 2019,16573,1148747083219984384
3083,Twitter for iPhone,Will be on @jimmykimmel in 20 minutes on @ABC. #Kimmel #Trump2016 #MakeAmericaGreatAgain,,False,Thu Dec 17 04:12:37 +0000 2015,877,677340596500066304
73358,Twitter for iPhone,“Intelligence Agencies were used against an American President.” @DevinNunes  @ShannonBream @FoxNews  This should N… https://t.co/IZnZ7oUFbr,,False,Fri May 24 03:49:49 +0000 2019,19253,1131769241651302401
57053,Twitter for iPhone,...I am hopeful Congress will engage with my Team to pass meaningful legislation that will make a real difference a… https://t.co/qae8F9Lgzk,realDonaldTrump,False,Thu Aug 22 23:31:53 +0000 2019,9868,1164681626934304769
75895,Twitter for iPhone,...Got along great with Kim Jong-un who wants to see wonderful things for his country. As I said earlier today: Any… https://t.co/JrbZcOYYm8,realDonaldTrump,False,Tue Jun 12 20:40:28 +0000 2018,15825,1006637378088284160
44791,Twitter for Android,"I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!",,False,Sun Dec 11 13:51:47 +0000 2016,8420,807945982633709570
106322,Twitter for iPhone,"My son Donald did a good job last night. He was open, transparent and innocent. This is the greatest Witch Hunt in political history. Sad!",,False,Wed Jul 12 10:19:32 +0000 2017,21785,885081181980590084
26,Twitter Web Client,“Donald Trump: I'm Not Buying the @BrooklynNets” http://t.co/QlOqezDqrt via @TMZ_Sports,,False,Fri Jan 16 17:29:10 +0000 2015,17,556141121001115648
94074,Twitter for iPhone,"Kim Jong Un has agreed to allow Nuclear inspections, subject to final negotiations, and to permanently dismantle a… https://t.co/9MLVjVq5fy",,False,Wed Sep 19 04:04:32 +0000 2018,23093,1042263143496511488
51441,Twitter for iPhone,Look forward to seeing everyone in Montana tonight! #MAGA https://t.co/fyHduA2Peo,,False,Thu Sep 06 17:16:12 +0000 2018,11471,1037751332860555264
15049,Twitter for iPhone,"Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp; enforce our laws!",,False,Thu Aug 25 00:05:24 +0000 2016,3848,768600125413273600
1402,Twitter Web Client,"So nice, thank you very much.  https://t.co/OmbuWUHA0m",,False,Tue Oct 13 15:37:43 +0000 2015,684,653957796778610690
98826,Twitter for iPhone,"Join me live for the #SOTU
https://t.co/0SLktWxfHi",,False,Wed Jan 31 02:00:02 +0000 2018,18624,958520216429957121
12839,Twitter for iPhone,On my way to see the great people of Maine. Will be landing in Portland in 2 hours. Look forward to it! #Trump2016,,False,Thu Mar 03 16:09:34 +0000 2016,3082,705424888945836032
94361,Twitter for iPhone,Big decision will soon be made on our next Justice of the Supreme Court!,,False,Sat Jul 07 13:24:41 +0000 2018,15277,1015587406374932480
36,Twitter for Android,"""@DanielPokorski: @realDonaldTrump Mr Trump You are the epitomy of class"" Thanks.",,False,Thu Mar 05 02:59:46 +0000 2015,10,573316947313627136
71463,Twitter for iPhone,"JOBS, JOBS, JOBS! #MAGA🇺🇸 https://t.co/HScS4Y9ZJK",,False,Wed Jul 12 23:12:03 +0000 2017,19825,885275592681295872
50,Twitter for Android,"""@4kmiddlebrook: @realDonaldTrump is ahead of Most Republican candidates and he hasn't even warmed up yet. America Needs #Trump2016 !""Thanks",,False,Wed Apr 08 00:10:05 +0000 2015,27,585595431150821376
2795,Twitter Web Client,This whole Super PAC scam is very unfair to a person like me who has disavowed all PAC's &amp; is self-funding.,,False,Mon Oct 26 14:35:13 +0000 2015,1361,658653111159005184
259,Twitter for Android,"Almost no news organizations are showing the ""satirical"" pictures. Gee, I wonder why? The media is usually so brave!",,False,Thu Jan 08 01:00:18 +0000 2015,191,552993161518522368
14,Twitter for Android,"""@tzn1980: @realDonaldTrump loveee @Kateplusmy8""",,False,Tue Jan 06 02:25:02 +0000 2015,8,552289710220259328
92639,Twitter for iPhone,I had a great meeting with NATO. They have paid $33 Billion more and will pay hundreds of Billions of Dollars more… https://t.co/7M1kcZrfmo,,False,Tue Jul 17 13:53:39 +0000 2018,19729,1019218575691837443
1654,Twitter for Android,"""@CNNPolitics: .@clayaiken praises ""good guy"" Trump and his ""upstanding"" and ""grounded"" kids http://t.co/sewrn2VkJ8 http://t.co/oRIPL1xDBG",,False,Mon Oct 12 00:09:47 +0000 2015,787,653361888336707584
1460,Twitter for Android,"""@GrundleMan27: Marco Rubio can't even handle his own credit card how is he going to be able to handle the U.S. finances #trump""",,False,Fri Nov 06 09:54:28 +0000 2015,930,662568726282268673
25,Twitter Web Client,"""@OliverOmrf  Very excited to start reading #theartofthedeal after being so inspired by #howtogetrich  @realDonaldTrump"" Great. Good luck!",,False,Thu Apr 02 16:05:49 +0000 2015,20,583661621236670464
52,Twitter Web Client,The great @MarianoRivera in my office with my son @EricTrump- http://t.co/kEpL3e4DU9,,False,Wed Apr 15 15:20:25 +0000 2015,28,588361238859624451
97063,Twitter for iPhone,"My son Donald openly gave his e-mails to the media &amp; authorities whereas Crooked Hillary Clinton deleted (&amp; acid washed) her 33,000 e-mails!",,False,Sat Jul 22 12:00:30 +0000 2017,23192,888730468732067841
998,Twitter for Android,"""@futureicon:DonaldTrump continues to move up in the presidential polls as his message begin to resonate with the 'fed-up' American people.""",,False,Sun Jul 05 09:42:25 +0000 2015,546,617629598004719616
25023,Twitter for Android,"Wow, just announced that Lyin' Ted and Kasich are going to collude in order to keep me from getting the Republican nomination. DESPERATION!",,False,Mon Apr 25 03:39:58 +0000 2016,10063,724442801933565952
62721,Twitter for iPhone,"Our pledge to hire American includes those leaving prison and looking for a very fresh start — new job, and new lif… https://t.co/wZQplga1me",,False,Wed Nov 14 23:26:38 +0000 2018,15198,1062849316161753093
81576,Twitter for iPhone,"Unless the Republican Senators are total quitters, Repeal &amp; Replace is not dead! Demand another vote before voting on any other bill!",,False,Sat Jul 29 20:36:52 +0000 2017,18813,891397134662193152
15046,Twitter for Android,"""@Lewenskimo: Your opponent has run out of ideas, now resorts to personal attacks on you. Every Amercan knows, you represent HOPE!!""",,False,Fri Aug 26 03:59:54 +0000 2016,4708,769021525638930437
19,Twitter for Android,"""@SennieC: @realDonaldTrump all the athletes are doing great!""",,False,Mon Jan 05 03:00:53 +0000 2015,7,551936342985547776
65282,Twitter for iPhone,The Democrats would save many lives if they would change our broken and very DANGEROUS Immigration Laws. It can be done instantly!,,False,Wed Jun 26 20:24:00 +0000 2019,14812,1143978235878789120
45757,Twitter for iPhone,"....months, the lowest since 1972.” The Wall Street Journal Editorial Board, A Tale of Two Economies. @IngrahamAngle",realDonaldTrump,False,Thu Jul 11 11:39:51 +0000 2019,9537,1149282146634403841
145802,Twitter for iPhone,"Great meeting with @KimKardashian today, talked about prison reform and sentencing. https://t.co/uOy4UJ41JF",,False,Wed May 30 22:59:08 +0000 2018,36239,1001961235838103552
1344,Instagram,My just filed lawsuit against Univision. Always fight back when right. #MakeAmericaGreatAgain https://t.co/ies96YzSeG,,False,Tue Jun 30 21:44:42 +0000 2015,748,615999426511941632
2272,Twitter for Android,"""@Mike350Zdriver: Many Hispanics agree with @realDonaldTrump on enforcing the border Trump for President https://t.co/iTWCCQfJzP""",,False,Tue Oct 20 02:57:40 +0000 2015,1088,656303238610886656
58470,Twitter for iPhone,The Justice Dept. should ask for an expedited hearing of the watered down Travel Ban before the Supreme Court - &amp; seek much tougher version!,,False,Mon Jun 05 10:37:59 +0000 2017,12683,871677472202477568
84469,Twitter for iPhone,Today we celebrate the lives and achievements of Americans with Down Syndrome. @VP and I will always stand with the… https://t.co/aJLGHdhcH3,,False,Thu Mar 21 21:12:05 +0000 2019,19468,1108838713470185472
3826,Twitter for Android,"Goodnight everyone, sleep tight!",,False,Thu Jan 08 07:25:59 +0000 2015,1551,553090223849340928
6759,Twitter for iPhone,"I want to win for the people of this great country. The only people I will owe are the voters. #Trump2016 
Video: https://t.co/rx7aOQqN7y",,False,Mon Jan 25 13:46:48 +0000 2016,2833,691618223800852480
6155,Twitter Web Client,"So sad that Obama rejected Keystone Pipeline. Thousands of jobs, good for the environment, no downside!",,False,Fri Nov 06 19:47:32 +0000 2015,4953,662717972981551104
48,Twitter for Android,"""@redrocket951: @realDonaldTrump @ApprenticeNBC Geraldo needs to shut tf up #CelebApprentice""",,False,Tue Jan 06 01:23:32 +0000 2015,28,552274233116876800
42951,Twitter for iPhone,News conference at the White House concerning the Omnibus Spending Bill.  1:00 P.M.,,False,Fri Mar 23 16:32:58 +0000 2018,8223,977221676697079808
3751,Twitter for iPhone,Tom Ridge should be focused on trying to bring the party together rather than ripping it apart w/ your faulty thought process. I will win!,,False,Fri Dec 11 21:37:58 +0000 2015,1377,675429342034403328
1307,Twitter for Android,"""@ClaytonMorris: Donald Trump is so far ahead in two key state polls.  http://t.co/AtdlgoZXzB http://t.co/b8SWhe6HTB""  Thanks Clayton",,False,Sun Oct 18 12:38:08 +0000 2015,736,655724542774681600
14961,Twitter for iPhone,"Wow, Kasich didn't qualify to run in the state of Pennsylvania, not enough signatures. Big problem!",,False,Sun Mar 13 03:30:04 +0000 2016,5547,708857632816287744
96013,Twitter for iPhone,https://t.co/yJ0VKdNxHP,,False,Sun Oct 27 14:31:33 +0000 2019,25956,1188463248670109696
8875,Twitter for Android,"""@rapidcraft: Here’s The HILLARY UNIVERSITY Scandal No One In The Media Is Talking About https://t.co/suHERIUHo4 @realDonaldTrump""",,False,Sat Jun 04 12:47:47 +0000 2016,5396,739076181484576768
36784,Twitter for iPhone,"'Presidential Executive Order on the Establishment of Presidential Advisory Commission on Election Integrity'
➡️… https://t.co/kVG8r7qZS5",,False,Thu May 11 19:35:22 +0000 2017,8482,862753016193089536
5510,Twitter for iPhone,"Thank you for all of your support Iowa!
#MakeAmericaGreatAgain #Trump2016
#IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/fQAxuMe01b",,False,Fri Jan 29 21:26:32 +0000 2016,2078,693183469967560704
5501,Twitter Web Client,"I don’t know @SamuelLJackson, to best of my knowledge haven't played golf w/him &amp; think he does too many TV commercials—boring. Not a fan.",,False,Tue Jan 05 17:42:47 +0000 2016,2607,684429853433696258
21,Twitter for Android,"""@ACLrecoveryCLUB: @realDonaldTrump I know you went back and forth w/ Cuban - I'm convinced @ApprenticeNBC is the best show on tv!""",,False,Mon Jan 05 04:36:30 +0000 2015,5,551960407540506624
8601,Twitter for Android,"""@KathyCeurter: @realDonaldTrump please Mr.Trump make @SenatorJeffSessions your VP. He is a perfect running mate.""  He is a great guy!",,False,Thu Jun 09 01:49:25 +0000 2016,2580,740722436065353728
1091,Twitter for Android,Will be on @foxandfriends at 8:00 A.M.,,False,Sun Nov 08 12:16:42 +0000 2015,395,663329293754351616
137415,Twitter for iPhone,The Greatest Economy in American History!,,False,Wed Oct 30 11:38:06 +0000 2019,25237,1189506762904395776
265,Twitter Web Client,"If you think you can do a thing or think you can't do a thing, you're right.
 -- Henry Ford",,False,Fri Jan 09 15:25:34 +0000 2015,262,553573302183424000
910,Twitter for Android,"""@ravila30:Loved you on Jimmy lastnight &amp; how you showed you like to have fun/are able to laugh at yourself! Do you ever sleep tho? Not much",,False,Sat Sep 12 11:10:05 +0000 2015,332,642656420735897600
162266,Twitter for iPhone,"Mexico should move the flag waving Migrants, many of whom are stone cold criminals, back to their countries. Do it… https://t.co/IqgnrBTQFl",,False,Mon Nov 26 11:19:41 +0000 2018,40868,1067015026995879937
66888,Twitter for iPhone,Melania and I were treated very nicely yesterday in Pittsburgh. The Office of the President was shown great respect… https://t.co/oF3EH6QweS,,False,Wed Oct 31 13:09:15 +0000 2018,16273,1057620518751428608
11161,Twitter for iPhone,"#AmericaFirst #RNCinCLE 
https://t.co/PvdTA8HTCC",,False,Thu Jul 21 00:50:21 +0000 2016,4103,755927861878460417
67,Twitter for Android,Will be on @foxandfriends at 7:00 this morning - enjoy!,,False,Mon Apr 13 10:52:56 +0000 2015,24,587569150442217472
130,Twitter Web Client,A strong America creates opportunity and growth. We just need to change Washington. Let’s Make America Great Again! https://t.co/u25yI5T7E8,,False,Fri May 22 16:05:21 +0000 2015,78,601780898711863296
65796,Twitter for iPhone,"The story in the Amazon Washington Post, of course picked up by Fake News CNN, saying “President Trump asked for AG… https://t.co/reugXSwJGi",,False,Thu Nov 07 05:08:40 +0000 2019,17591,1192307858366271490
95142,Twitter for iPhone,"....No Obstruction. The Dems were devastated - after all this time and money spent ($40,000,000), the Mueller Repor… https://t.co/hDGKholo8c",realDonaldTrump,False,Sun Jun 09 22:50:57 +0000 2019,20028,1137854625472765952
147905,Twitter for iPhone,".....Congresswomen, who I truly believe, based on their actions, hate our Country. Get a list of the HORRIBLE thing… https://t.co/mnDj43eq1k",realDonaldTrump,False,Tue Jul 16 13:59:42 +0000 2019,28949,1151129281919102976
11491,Twitter for iPhone,"Statement on Clinton Foundation:
https://t.co/2twuzrB9om",,False,Mon Aug 22 12:55:40 +0000 2016,5063,767706807619969025
26390,Twitter for Android,"The @CNN panels are so one sided, almost all against Trump. @FoxNews is so much better and the ratings are much higher. Don't watch CNN!",,False,Sun Jul 24 20:45:31 +0000 2016,7939,757315800466272256
47263,Twitter for iPhone,"The Great Jerry West will be receiving our Nation’s highest civilian honor, The Presidential Medal of Freedom, for… https://t.co/dWokKhJ3S2",,False,Sun Jun 02 02:28:39 +0000 2019,9366,1135010309381533701
75243,Twitter for iPhone,Congratulations to Danny Tarkanian on his big GOP primary win in Nevada. Danny worked hard an got a great result. Looking good in November!,,False,Wed Jun 13 20:17:00 +0000 2018,13809,1006993862152392704
83716,Twitter for iPhone,THANK YOU @NRA! #NRAAM https://t.co/SWkpe1eFhT,,False,Fri Apr 26 22:57:34 +0000 2019,19133,1121911223212285953
81997,Twitter for iPhone,“The ceasefire is holding up very nicely. There are some minor skirmishes that have ended quickly. New areas being… https://t.co/TzJkyag5JH,,False,Sun Oct 20 15:03:13 +0000 2019,20372,1185934502906007552
